DATE TIME,CASE NO,APP NAME,TM NO,CLASS,"APPLICATION 
STATUS","APPLICATION 
SUB STATUS","TICK
AP","CK
TM11",NOTES,,IPO OFFICE
12/29/2025 0:00:00,A-010-020,ALAM LAW ASSOCIATES,822961,45,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/29/2025 0:00:00,X-801-001,AS BEAUTY C3,842838,03,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/29/2025 0:00:00,X-423-003,AUDIO PAX,824717,09,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/29/2025 0:00:00,X-692-005,AZHAN,780462,07,03 STAGE 3️⃣,D-NOTE REC 📨,FALSE,FALSE,,,
12/29/2025 0:00:00,X-025 013,FOCUS MEDIA,829938,38,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/29/2025 0:00:00,A-017-008,FRESH ONE RESOURCES,819519,32,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/29/2025 0:00:00,X-096-041,FRESHORA,799024,32,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/29/2025 0:00:00,A-012-014,GOLD BOX,812232,43,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/29/2025 0:00:00,X-383-006,GULISTAN PAINTS,836267,2,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/29/2025 0:00:00,X-784-001,GULS,834970,35,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/29/2025 0:00:00,X-096-040,JANAAN,799021,32,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/29/2025 0:00:00,X-722-004,KOZAK,845425,07,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/29/2025 0:00:00,A-017-009,MARBAH,824713,3,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/29/2025 0:00:00,A-055-012,MOTU PATLU,830043,32,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/29/2025 0:00:00,X-452-002,NOOR GLOW,796660,3,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/29/2025 0:00:00,X-679-006,AL FAISAL TRADER,798842,30,ASSIGNED 🕵️‍♂️,SULMAN (KRI),FALSE,FALSE,,,
12/29/2025 0:00:00,X-096-049,PAVILION FINE,842837,32,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/29/2025 0:00:00,X-096-038,PEEYOO (SHAHZAD),797120,32,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/29/2025 0:00:00,X-096-042,PELOO,799022,32,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/29/2025 0:00:00,A-048-005,DERA SULTAN BAR B Q & RESTAURANT,635648,43,ASSIGNED 🕵️‍♂️,SULMAN (KRI),FALSE,FALSE,,,
12/29/2025 0:00:00,X-679-004,KOH SULMAN,774971,03,ASSIGNED 🕵️‍♂️,SULMAN (KRI),FALSE,FALSE,,,
12/29/2025 0:00:00,A-010-011,NEAVIA,726640,16,ASSIGNED 🕵️‍♂️,SULMAN (KRI),FALSE,FALSE,,,
12/29/2025 0:00:00,X-496-039,QOMI,747256,32,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/29/2025 0:00:00,A-015-005,OSEA,749026,3,ASSIGNED 🕵️‍♂️,SULMAN (KRI),FALSE,FALSE,,,
12/29/2025 0:00:00,X-722-002,RETRACTOR (NEW),769136,07,ASSIGNED 🕵️‍♂️,SULMAN (KRI),FALSE,FALSE,,,
12/29/2025 0:00:00,A-006-012,SUPER GIV,755106,03,ASSIGNED 🕵️‍♂️,SULMAN (KRI),FALSE,FALSE,,,
12/29/2025 0:00:00,A-017-013,SAFI TRADING CO,843997,09,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/29/2025 0:00:00,X-775-007,SONO FOOD,822960,31,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/29/2025 0:00:00,X-532-012,TYED,812234,05,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/29/2025 0:00:00,X-684-007,VCB,842360,03,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/29/2025 0:00:00,X-781-001,VILLA COSMETIC,829341,03,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/27/2025 0:00:00,X-209-019,CHATKHARA NIMCO C29,795391,29,03 STAGE 3️⃣,D-NOTE SUB 📤,FALSE,TRUE,SUBMITTED ON 29-Dec-2025,,
12/27/2025 0:00:00,X-784-001,DAMPUKH,831899,29,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,A-003-MI5,DEEP SKIN CARE,773576,3,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,A-003-MI6,DEEP TONE,774794,03,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-192-012,DOLLSAN,724614,03,04 STAGE 4️⃣,,FALSE,FALSE,,,
12/27/2025 0:00:00,A-004-059,EDENLAC,803582,05,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-806-001,ELEGANZE INSPIRED BY NATURE,674148,03,04 STAGE 4️⃣,,FALSE,FALSE,,,
12/27/2025 0:00:00,A-003-082,FARM FRESH,770449,32,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-775-008,FRESH COLA,825631,32,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-775-009,GOLDEN SUN FLOWER,831902,31,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-423-002,GREEN DREAMS EARTH,799923,11,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,A-017-010,HBCN,826788,3,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-371-016,HOTLINE SUPER,834570,05,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,A-010-021,KURTI MAHAL 25,828217,25,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,A-003-M13,LUMINUS AURA,795431,03,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-608-009,MARSOUS C25,837417,25,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-608-010,MARSOUS C28,837418,28,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,A-012-018,MD BATTERIES INDUSTURIES,826785,09,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-777-003,MIMI C29,830105,29,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,A-012-016,MIXUE,820985,30,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,A-003-MI8,MM SPECIAL RUSK,776012,30,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-209-029,NANI NAMAK PARY C29,837971,29,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,A-034-009,NJ COSMETICS,834567,03,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,A-042-026,OXY BLUE,837416,32,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-310-005,JANAN BEAUTY CREAM,743390,03,ASSIGNED 🕵️‍♂️,SULMAN (KRI),FALSE,FALSE,,,
12/27/2025 0:00:00,A-055-010,PAK AIR FOUNDATION SCHOOL SYSTEM,815441,41,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-651-001,MALIK SONA,774973,03,ASSIGNED 🕵️‍♂️,SULMAN (KRI),FALSE,FALSE,,,
12/27/2025 0:00:00,X-209-027,PAKLAY C29,829338,29,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-209-026,PAKLAY C30,829339,30,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-209-037,PAKLAY DINO BITES,837970,29,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-209-032,PAKLAY MIX NIMKO,837982,29,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,A-047-003,MARS FRIES,743697,29,ASSIGNED 🕵️‍♂️,SULMAN (KRI),FALSE,FALSE,,,
12/27/2025 0:00:00,A-034-008,PARESA GOLD,826787,35,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-688-002,PELLE DE CURE,807664,3,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-209-030,PING PONG C29,837980,29,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-775-006,POWER TIME,822957,30,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,A-006-019,QASWA,826784,30,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,A-017-012,RAMCO,834574,09,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-774-001,RAMZAN MIX NIMKO C29,820090,29,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-481-003,ROSE PEARL BEAUTY CREAM,826786,03,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,A-041-026,S.T.N DIGITAL COSMETICS,747259,03,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,A-003-M20,SAFNA GOLD,797689,03,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-810-001,SAPPHIRE INTERNATIONAL SCHOOL,852431,41,01 STAGE 1️⃣,ACK REC 📨,FALSE,FALSE,,,
12/27/2025 0:00:00,A-017-011,SLICE N BITES BITE,834573,43,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,A-007-012,SODA GHAR,822959,43,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-371-015,SOIL RICH,833343,01,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-775-010,SONO MUTTON BEACH,831898,31,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-680-002,SPARK COCONUT BAR,737909,30,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-494-003,TEEN BEAUTY,799023,03,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-017-016,TOHFA ZARQ,822978,30,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-194-060,HEAVEN DOVE C3,799917,3,ASSIGNED 🕵️‍♂️,UZMA (KRI),FALSE,FALSE,,,
12/27/2025 0:00:00,X-194-074,II SONS 3,801486,3,ASSIGNED 🕵️‍♂️,UZMA (KRI),FALSE,FALSE,,,
12/27/2025 0:00:00,X-194-075,II SONS 5,801483,05,ASSIGNED 🕵️‍♂️,UZMA (KRI),FALSE,FALSE,,,
12/27/2025 0:00:00,X-194-063,LAL CHANDAN,799925,03,ASSIGNED 🕵️‍♂️,UZMA (KRI),FALSE,FALSE,,,
12/27/2025 0:00:00,X-684-006,XCUTEE,826782,03,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/27/2025 0:00:00,X-194-059,MEDIHA BEAUTY,799919,03,ASSIGNED 🕵️‍♂️,UZMA (KRI),FALSE,FALSE,,,
12/27/2025 0:00:00,X-194-073,ZAKI 5,801488,05,ASSIGNED 🕵️‍♂️,UZMA (KRI),FALSE,FALSE,,,
12/27/2025 0:00:00,X-194-072,ZAKI C3,801490,03,ASSIGNED 🕵️‍♂️,UZMA (KRI),FALSE,FALSE,,,
12/27/2025 0:00:00,X-194-077,ZAKI GOLD C3,802480,03,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/27/2025 0:00:00,X-194-076,ZAKI GOLD C5,802479,05,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/24/2025 0:00:00,X-089-009,TARBOOZ,771679,03,03 STAGE 3️⃣,D-NOTE REC 📨,FALSE,TRUE,SUBMITTED ON 01-Apr-2026,,
12/24/2025 0:00:00,X-647-001,STEPS TILE BOND,686951,19,04 STAGE 4️⃣,CER DIS 📤,FALSE,TRUE,SUBMITTED ON 19-Mar-2025,,
12/24/2025 0:00:00,A-003-MI2,AKEMI,776014,3,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/24/2025 0:00:00,A-004-055,AL-RAHMAT DOUBLE ZEBRA WASHING POWDER,824720,03,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/24/2025 0:00:00,X-680-016,ANAS FOODS PRODUCTS,834566,30,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/24/2025 0:00:00,A-003-MI9,ANDLEEB,773948,03,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/24/2025 0:00:00,X-775-001,APNA MAAM,3538-2025,CP,COPYRIGHT ©,SUBMITTED 📤,FALSE,FALSE,,,
12/24/2025 0:00:00,A-003-050,BEARD UP COSMATICS,760705,03,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/24/2025 0:00:00,X-792-001,BIO FACE COSMATIC C3,837976,03,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/24/2025 0:00:00,A-038-058,CALVIS-D,742638,05,OPPOSITION ⚖,RECEIVED 📨,FALSE,FALSE,,,
12/24/2025 0:00:00,A-012-017,CRAYVINS,825629,43,04 STAGE 4️⃣,PUBLISHED 🥉,FALSE,FALSE,,,
12/24/2025 0:00:00,A-055-004,SWEET LAB,751540,30,03 STAGE 3️⃣,D-NOTE REC 📨,FALSE,FALSE,,,
12/24/2025 0:00:00,X-194-061,AJ CREAM GOLD 3,799915,3,ASSIGNED 🕵️‍♂️,UZMA (KRI),FALSE,FALSE,,,
12/24/2025 0:00:00,X-194-062,AJ CREAM GOLD 5,799927,05,ASSIGNED 🕵️‍♂️,UZMA (KRI),FALSE,FALSE,,,
12/24/2025 0:00:00,X-194-079,BE BEAUTY 3,802476,3,ASSIGNED 🕵️‍♂️,UZMA (KRI),FALSE,FALSE,,,
12/24/2025 0:00:00,X-194-080,BE BEAUTY 5,802481,5,ASSIGNED 🕵️‍♂️,UZMA (KRI),FALSE,FALSE,,,
12/24/2025 0:00:00,X-194-071,BIO BEAUTY,801495,3,ASSIGNED 🕵️‍♂️,UZMA (KRI),FALSE,FALSE,,,
12/20/2025 0:00:00,X-016-001,CHERRY,770011,30,03 STAGE 3️⃣,D-NOTE SUB 📤,FALSE,TRUE,SUBMITTED ON 03-Jan-2026,,
12/20/2025 0:00:00,A-008-003,DANA,797025,32,03 STAGE 3️⃣,D-NOTE SUB 📤,FALSE,TRUE,SUBMITTED ON 05-Jan-2026,,
12/20/2025 0:00:00,X-326-004,LADY BIRD 35,592272,35,OPPOSITION ⚖,RECEIVED 📨,FALSE,TRUE,SUBMITTED ON 05-Jul-2022,,
12/20/2025 0:00:00,A-002-001,HAADI,688070,7,04 STAGE 4️⃣,CER RECE 📨,FALSE,TRUE,SUBMITTED ON 12-Aug-2025,,
12/20/2025 0:00:00,A-004-019,SAEED JEWELLERS,727461,35,03 STAGE 3️⃣,D-NOTE REC 📨,FALSE,TRUE,SUBMITTED ON 24-Dec-2025,,
12/20/2025 0:00:00,X-706-001,HERBA SHINE,695216,03,04 STAGE 4️⃣,CER DIS 📤,FALSE,TRUE,SUBMITTED ON 27-Aug-2025,,
12/20/2025 0:00:00,X-539-007,DC.1 C3,702547,3,OPPOSITION ⚖,RECEIVED 📨,FALSE,FALSE,,,
12/20/2025 0:00:00,X-009-003,OLIVER BEAUTY SOAP,770008,3,OPPOSITION ⚖,RECEIVED 📨,FALSE,FALSE,,,
12/19/2025 0:00:00,X-209-025,PAKLAY C35,829342,29,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/19/2025 0:00:00,A-006-020,SKINSATION,833349,3,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/19/2025 0:00:00,X-423-004,ST,824714,11,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/18/2025 0:00:00,A-003-MI7,GLUTA GOLD,766376,3,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/18/2025 0:00:00,X-209-031,MIRCHI WARCHI C29,837972,29,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/16/2025 0:00:00,X-688-001,DOUBLE IMPACT,743377,3,03 STAGE 3️⃣,D-NOTE SUB 📤,FALSE,TRUE,SUBMITTED ON 05-Jan-2026,,
12/16/2025 0:00:00,A-003-MI4,B.Q,772851,32,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/16/2025 0:00:00,X-481-002,BABY PEARL,727460,03,02 STAGE 2️⃣,EXAM DONE 🔍,FALSE,FALSE,,,
12/16/2025 0:00:00,A-004-048,BAKE & TAKE,788526,43,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/16/2025 0:00:00,X-562-006,CHINA WHITENER POWER,810483,03,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/16/2025 0:00:00,X-371-014,ECO BLOOM,833352,01,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/16/2025 0:00:00,X-775-005,FRESH TONE,821193,30,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/16/2025 0:00:00,A-012-013,PANDA DRINK,806114,43,ASSIGNED 🕵️‍♂️,SULMAN (KRI),FALSE,FALSE,,,
12/16/2025 0:00:00,X-160-002,SWAT NATURAL WATER,752366,32,03 STAGE 3️⃣,D-NOTE REC 📨,FALSE,FALSE,,,
12/16/2025 0:00:00,X-680-020,ZARAR NANI COCOA CEREAL,849540,30,01 STAGE 1️⃣,ACK REC 📨,FALSE,FALSE,,,
12/15/2025 0:00:00,X-484-002,STEMBIOO,704975,35,04 STAGE 4️⃣,D-NOTE SUB 📤,FALSE,TRUE,SUBMITTED ON 15-Oct-2025,,
12/15/2025 0:00:00,X-513-001,ABACUS ENGINEERING,661722,37,CLOSED ⛔,ABD / STOP 🚫,FALSE,FALSE,,,
12/15/2025 0:00:00,X-579-003,BS CONSUMER PRODUCTS,819522,03,ASSIGNED 🕵️‍♂️,SULMAN (KRI),FALSE,FALSE,,,
12/15/2025 0:00:00,X-678-001,FLOR DE CURE,737907,03,03 STAGE 3️⃣,D-NOTE REC 📨,FALSE,FALSE,,,
12/15/2025 0:00:00,A-038-057,GASROL,742637,05,03 STAGE 3️⃣,D-NOTE REC 📨,FALSE,FALSE,,,
12/15/2025 0:00:00,X-251-031,KAVERI SEEDS,757217,31,03 STAGE 3️⃣,D-NOTE REC 📨,FALSE,FALSE,,,
12/15/2025 0:00:00,A-055-011,MEGABITE PIZZA,724673,43,02 STAGE 2️⃣,EXAM DONE 🔍,FALSE,FALSE,,,
12/15/2025 0:00:00,A-003-M12,NAS,638868,3,CLOSED ⛔,ABD / STOP 🚫,FALSE,FALSE,,,
12/15/2025 0:00:00,X-782-003,ABEESHA URDU,829936,03,ASSIGNED 🕵️‍♂️,SULMAN (KRI),FALSE,FALSE,,,
12/15/2025 0:00:00,X-240-003,OFRA STUDIO,834571,3,02 STAGE 2️⃣,EXAM DONE 🔍,FALSE,FALSE,,,
12/15/2025 0:00:00,X-025-012,PAKISTAN HAJJ AND UMRAH EXHIBITION,829933,41,ASSIGNED 🕵️‍♂️,SULMAN (KRI),FALSE,FALSE,,,
12/15/2025 0:00:00,X-764-001,PIKOS,812233,30,02 STAGE 2️⃣,EXAM DONE 🔍,FALSE,FALSE,,,
12/15/2025 0:00:00,X-714-001,RAPIDEX,753991,39,OPPOSITION ⚖,RECEIVED 📨,FALSE,FALSE,,,
12/15/2025 0:00:00,A-002-021,THE FLOWER PALACE,831901,35,01 STAGE 1️⃣,FILED 🔅,FALSE,FALSE,,,
12/15/2025 0:00:00,A-059-001,TKR,831900,43,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/15/2025 0:00:00,A-059-004,TKR [CP],3463-2025,CP,OPPOSITION ⚖,RECEIVED 📨,FALSE,FALSE,,,
12/15/2025 0:00:00,X-048 012,ZAFARANI 35,819520,35,02 STAGE 2️⃣,EXAM DONE 🔍,FALSE,FALSE,,,
12/15/2025 0:00:00,A-029-011,ZULAL,829335,32,02 STAGE 2️⃣,EXAM DONE 🔍,FALSE,FALSE,,,
12/10/2025 0:00:00,X-778-001,DULEX,829340,3,02 STAGE 2️⃣,EXAM DONE 🔍,FALSE,FALSE,,,
12/10/2025 0:00:00,A-004-057,LEMUNA HOTEL & RESTAURANT,829939,43,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/10/2025 0:00:00,A-030-001,BIO DERMIZ,789660,3,ASSIGNED 🕵️‍♂️,SULMAN (LHR),FALSE,FALSE,,,
12/9/2025 0:00:00,X-073-003,BEAUTY BY SHIREEN,830791,44,02 STAGE 2️⃣,EXAM DONE 🔍,FALSE,FALSE,,,
12/9/2025 0:00:00,X-073-002,BEAUTY WALLET BY SHEERIN KHAN,830792,44,02 STAGE 2️⃣,EXAM DONE 🔍,FALSE,FALSE,,,
12/9/2025 0:00:00,A-042-028,HIDDEN HILLS HOTEL & RESORTS,590895,35,02 STAGE 2️⃣,EXAM DONE 🔍,FALSE,FALSE,,,
12/9/2025 0:00:00,A-042-029,HIDDEN HILLS HOTEL & RESORTS C41,590896,41,02 STAGE 2️⃣,EXAM DONE 🔍,FALSE,FALSE,,,
12/9/2025 0:00:00,A-042-027,HIDDEN HILLS HOTEL & RESORTS C43,590894,43,02 STAGE 2️⃣,EXAM DONE 🔍,FALSE,FALSE,,,
12/9/2025 0:00:00,X-782-001,ABEESHA C3,829937,3,ASSIGNED 🕵️‍♂️,SULMAN (KRI),FALSE,FALSE,,,
12/9/2025 0:00:00,X-700-001,NICE BEAUTY CREAM,508540,03,ASSIGNED 🕵️‍♂️,SULMAN (KRI),FALSE,FALSE,,,
12/9/2025 0:00:00,A-037-012,SIPPRO,847318,32,01 STAGE 1️⃣,ACK REC 📨,FALSE,FALSE,,,
12/9/2025 0:00:00,X-807-001,UNION FOOD,847314,30,01 STAGE 1️⃣,ACK REC 📨,FALSE,FALSE,,,
12/9/2025 0:00:00,X-680-018,ZARAR RAMTIN CAPPUCCINO,847313,30,01 STAGE 1️⃣,ACK REC 📨,FALSE,FALSE,,,
12/8/2025 0:00:00,X-186-012,MARHABA ATAR HOUSE,848163,35,01 STAGE 1️⃣,ACK REC 📨,FALSE,FALSE,,,
12/8/2025 0:00:00,NB-957-001,MEHAR ASEE FOODS,848159,30,01 STAGE 1️⃣,ACK REC 📨,FALSE,FALSE,,,
12/8/2025 0:00:00,X-808-001,MISS SHANDAR BEAUTY CREAM,848161,3,01 STAGE 1️⃣,ACK REC 📨,FALSE,FALSE,,,
12/8/2025 0:00:00,A-037-013,MSM CONSULTANT,847317,35,01 STAGE 1️⃣,ACK REC 📨,FALSE,FALSE,,,
12/8/2025 0:00:00,X-680-009,SHINTO STRAWBERRY (HIMSELF APPLLIED),767924,30,ASSIGNED 🕵️‍♂️,SULMAN (KRI),FALSE,FALSE,,,
12/8/2025 0:00:00,X-048-014,ORLAXY,848162,3,01 STAGE 1️⃣,ACK REC 📨,FALSE,FALSE,,,
12/5/2025 0:00:00,X-730-001,GO GRILL,777171,43,03 STAGE 3️⃣,D-NOTE SUB 📤,FALSE,TRUE,SUBMITTED ON 29-Nov-2025,,
12/5/2025 0:00:00,X-089-010,CHAN,584928,03,ASSIGNED 🕵️‍♂️,SULMAN (KRI),FALSE,FALSE,,,
12/5/2025 0:00:00,A-023-052,TROPIEN AFTAB ADV,4471-2021,CP,OPPOSITION ⚖,WITHDRAWN ↩️,FALSE,FALSE,,,
12/4/2025 0:00:00,X-287-003,BODY EXPERT C41,772816,41,03 STAGE 3️⃣,D-NOTE SUB 📤,FALSE,TRUE,SUBMITTED ON 03-Jan-2026,,
12/4/2025 0:00:00,N-706-000,PETAL GLOW,712132,03,03 STAGE 3️⃣,D-NOTE REC 📨,FALSE,TRUE,SUBMITTED ON 05-Mar-2026,,
12/4/2025 0:00:00,A-051-011,CHOCOFLY,768196,30,03 STAGE 3️⃣,D-NOTE REC 📨,FALSE,FALSE,,,
12/4/2025 0:00:00,X-539-003,DERMACEUTICAL LABEL VS WHITE PERFECT,2611-2022,CP,OPPOSITION ⚖,RECEIVED 📨,FALSE,FALSE,,,
12/4/2025 0:00:00,X-273-002,PHNUCO HEALTH CARE,842836,35,01 STAGE 1️⃣,ACK REC 📨,FALSE,FALSE,,,
12/4/2025 0:00:00,A-055-005,PLUS SIZE,763768,25,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
12/3/2025 0:00:00,A-004-034,HAZIQ,737908,05,04 STAGE 4️⃣,CER DIS 📤,FALSE,TRUE,SUBMITTED ON 22-Oct-2025,,
12/3/2025 0:00:00,A-003-075,BEACON BEAUTY,792899,03,03 STAGE 3️⃣,D-NOTE REC 📨,FALSE,FALSE,,,
12/3/2025 0:00:00,N-918-000,CLEANFIT,791513,03,03 STAGE 3️⃣,D-NOTE REC 📨,FALSE,FALSE,,,
12/3/2025 0:00:00,X-564-018,KARSEEL,758716,03,ASSIGNED 🕵️‍♂️,FAISAL (LHR),FALSE,FALSE,,,
12/3/2025 0:00:00,A-011-008,FOOD LINE,758432,30,03 STAGE 3️⃣,D-NOTE REC 📨,FALSE,FALSE,,,
12/3/2025 0:00:00,X-334-001,MAGICLOOK COSMETICS,790353,03,OPPOSITION ⚖,WITHDRAWN ↩️,FALSE,FALSE,,,
12/3/2025 0:00:00,A-010-018,PERFUMES COLLECTON,789382,,OPPOSITION ⚖,WITHDRAWN ↩️,FALSE,FALSE,,,
12/3/2025 0:00:00,X-326-006,SARAF COSMETICS,794116,03,OPPOSITION ⚖,WITHDRAWN ↩️,FALSE,FALSE,,,
12/3/2025 0:00:00,NB-955-001,SJ,846258,3,01 STAGE 1️⃣,ACK REC 📨,FALSE,FALSE,,,
12/3/2025 0:00:00,A-004-053,SUNNY SULTAN FOODS,818251,30,02 STAGE 2️⃣,ACPT DONE ✅,FALSE,FALSE,,,
